"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness__MAX"
"1036","","","","9.3046875","9.3046875","9.3046875","15.71875","15.71875","15.71875","13.0390625","13.0390625","13.0390625","11.5078125","11.5078125","11.5078125"
"1037","","","","9.34375","9.34375","9.34375","16.7578125","16.7578125","16.7578125","14.921875","14.921875","14.921875","11.875","11.875","11.875"
"1038","","","","9.25","9.25","9.25","16.84375","16.84375","16.84375","17.328125","17.328125","17.328125","11.6484375","11.6484375","11.6484375"
"1039","","","","9.34375","9.34375","9.34375","14.265625","14.265625","14.265625","15.046875","15.046875","15.046875","10.53125","10.53125","10.53125"
"1040","","","","9.234375","9.234375","9.234375","12.3203125","12.3203125","12.3203125","16.8515625","16.8515625","16.8515625","10.3125","10.3125","10.3125"
"1041","","","","9.3515625","9.3515625","9.3515625","10.796875","10.796875","10.796875","11.890625","11.890625","11.890625","11.4921875","11.4921875","11.4921875"
"1042","","","","9.21875","9.21875","9.21875","9.5703125","9.5703125","9.5703125","11.4921875","11.4921875","11.4921875","12.0859375","12.0859375","12.0859375"
"1043","","","","9.2578125","9.2578125","9.2578125","9.4609375","9.4609375","9.4609375","13.1640625","13.1640625","13.1640625","11.71875","11.71875","11.71875"
"1044","","","","9.3671875","9.3671875","9.3671875","9.7578125","9.7578125","9.7578125","12.3828125","12.3828125","12.3828125","10.59375","10.59375","10.59375"
"1045","","","","9.5390625","9.5390625","9.5390625","10.5703125","10.5703125","10.5703125","13.8828125","13.8828125","13.8828125","11.640625","11.640625","11.640625"
"1046","","","","9.8125","9.8125","9.8125","10.484375","10.484375","10.484375","14.359375","14.359375","14.359375","11.6875","11.6875","11.6875"
"1047","","","","10.1796875","10.1796875","10.1796875","10.828125","10.828125","10.828125","23.7578125","23.7578125","23.7578125","11.4375","11.4375","11.4375"
"1048","","","","9.8984375","9.8984375","9.8984375","10.7734375","10.7734375","10.7734375","16.640625","16.640625","16.640625","11.671875","11.671875","11.671875"
"1049","","","","9.703125","9.703125","9.703125","12.265625","12.265625","12.265625","38.5859375","38.5859375","38.5859375","11.546875","11.546875","11.546875"
"1050","","","","9.640625","9.640625","9.640625","13.28125","13.28125","13.28125","20.5859375","20.5859375","20.5859375","11.7265625","11.7265625","11.7265625"
"1051","","","","9.359375","9.359375","9.359375","11.890625","11.890625","11.890625","19.625","19.625","19.625","11.7265625","11.7265625","11.7265625"
"1052","","","","9.3046875","9.3046875","9.3046875","10.78125","10.78125","10.78125","21.7890625","21.7890625","21.7890625","11.765625","11.765625","11.765625"
"1053","","","","9.359375","9.359375","9.359375","10.3671875","10.3671875","10.3671875","43.0078125","43.0078125","43.0078125","11.515625","11.515625","11.515625"
"1054","","","","9.6171875","9.6171875","9.6171875","11.3359375","11.3359375","11.3359375","37.71875","37.71875","37.71875","11.1328125","11.1328125","11.1328125"
"1055","","","","13.6015625","13.6015625","13.6015625","11.78125","11.78125","11.78125","34.890625","34.890625","34.890625","11.71875","11.71875","11.71875"
"1056","","","","23.765625","23.765625","23.765625","11.984375","11.984375","11.984375","25.0234375","25.0234375","25.0234375","11.5","11.5","11.5"
"1057","","","","44.6796875","44.6796875","44.6796875","13.8515625","13.8515625","13.8515625","22.8828125","22.8828125","22.8828125","11.703125","11.703125","11.703125"
"1058","","","","43.6484375","43.6484375","43.6484375","15.65625","15.65625","15.65625","27.2421875","27.2421875","27.2421875","11.609375","11.609375","11.609375"
"1059","","","","38.578125","38.578125","38.578125","15.984375","15.984375","15.984375","24.8671875","24.8671875","24.8671875","11.40625","11.40625","11.40625"
"1060","","","","16.7890625","16.7890625","16.7890625","14.5703125","14.5703125","14.5703125","21.03125","21.03125","21.03125","11.53125","11.53125","11.53125"
"1061","","","","13.046875","13.046875","13.046875","12.546875","12.546875","12.546875","17.078125","17.078125","17.078125","10.8984375","10.8984375","10.8984375"
"1062","","","","12.921875","12.921875","12.921875","10.4765625","10.4765625","10.4765625","23.03125","23.03125","23.03125","10.859375","10.859375","10.859375"
"1063","","","","11.3671875","11.3671875","11.3671875","9.53125","9.53125","9.53125","26.6484375","26.6484375","26.6484375","10.9140625","10.9140625","10.9140625"
"1064","","","","12.203125","12.203125","12.203125","9.765625","9.765625","9.765625","28.40625","28.40625","28.40625","10.875","10.875","10.875"
"1065","","","","16.1875","16.1875","16.1875","9.296875","9.296875","9.296875","37.75","37.75","37.75","10.9375","10.9375","10.9375"
"1066","","","","16.9609375","16.9609375","16.9609375","9.3984375","9.3984375","9.3984375","27.4609375","27.4609375","27.4609375","11.0703125","11.0703125","11.0703125"
"1067","","","","21.5859375","21.5859375","21.5859375","9.375","9.375","9.375","26.328125","26.328125","26.328125","11.25","11.25","11.25"
"1068","","","","29.5546875","29.5546875","29.5546875","9.390625","9.390625","9.390625","22.9296875","22.9296875","22.9296875","11.3515625","11.3515625","11.3515625"
"1069","","","","23.4609375","23.4609375","23.4609375","9.3671875","9.3671875","9.3671875","26.484375","26.484375","26.484375","11.46875","11.46875","11.46875"
"1070","","","","57.3203125","57.3203125","57.3203125","9.3515625","9.3515625","9.3515625","23.734375","23.734375","23.734375","11.5078125","11.5078125","11.5078125"
"1071","","","","44.8359375","44.8359375","44.8359375","9.375","9.375","9.375","50.5625","50.5625","50.5625","11.4765625","11.4765625","11.4765625"
"1072","","","","19.59375","19.59375","19.59375","9.484375","9.484375","9.484375","57.6484375","57.6484375","57.6484375","11.5625","11.5625","11.5625"
"1073","","","","19.1875","19.1875","19.1875","9.546875","9.546875","9.546875","56.3828125","56.3828125","56.3828125","11.859375","11.859375","11.859375"
"1074","","","","15.2734375","15.2734375","15.2734375","10.0078125","10.0078125","10.0078125","23.078125","23.078125","23.078125","11.7109375","11.7109375","11.7109375"
"1075","","","","14.109375","14.109375","14.109375","9.6328125","9.6328125","9.6328125","55.078125","55.078125","55.078125","11.296875","11.296875","11.296875"
"1076","","","","13.6015625","13.6015625","13.6015625","10.34375","10.34375","10.34375","26.203125","26.203125","26.203125","11.9296875","11.9296875","11.9296875"
"1077","","","","14.203125","14.203125","14.203125","10.46875","10.46875","10.46875","30.4296875","30.4296875","30.4296875","12","12","12"
"1078","","","","13.265625","13.265625","13.265625","9.90625","9.90625","9.90625","22.4609375","22.4609375","22.4609375","11.8203125","11.8203125","11.8203125"
"1079","","","","16.5234375","16.5234375","16.5234375","10.2578125","10.2578125","10.2578125","20.5234375","20.5234375","20.5234375","12.34375","12.34375","12.34375"
"1080","","","","52.859375","52.859375","52.859375","10.2265625","10.2265625","10.2265625","22.7578125","22.7578125","22.7578125","11.7890625","11.7890625","11.7890625"
"1081","","","","52.984375","52.984375","52.984375","10.140625","10.140625","10.140625","24.078125","24.078125","24.078125","11.6640625","11.6640625","11.6640625"
"1082","","","","11.78125","11.78125","11.78125","10.1484375","10.1484375","10.1484375","38.1640625","38.1640625","38.1640625","12.2734375","12.2734375","12.2734375"
"1083","","","","10.6484375","10.6484375","10.6484375","9.6640625","9.6640625","9.6640625","54.2734375","54.2734375","54.2734375","11.90625","11.90625","11.90625"
"1084","","","","12.9375","12.9375","12.9375","9.6796875","9.6796875","9.6796875","26.3984375","26.3984375","26.3984375","11.4140625","11.4140625","11.4140625"
"1085","","","","21.578125","21.578125","21.578125","9.8828125","9.8828125","9.8828125","50.859375","50.859375","50.859375","11.3359375","11.3359375","11.3359375"
"1086","","","","24.9453125","24.9453125","24.9453125","9.4453125","9.4453125","9.4453125","35.34375","35.34375","35.34375","11.984375","11.984375","11.984375"
"1087","","","","49.6015625","49.6015625","49.6015625","9.75","9.75","9.75","20.3984375","20.3984375","20.3984375","11.9453125","11.9453125","11.9453125"
"1088","","","","18.09375","18.09375","18.09375","10.3359375","10.3359375","10.3359375","21.4765625","21.4765625","21.4765625","11.546875","11.546875","11.546875"
"1089","","","","35.3359375","35.3359375","35.3359375","10.375","10.375","10.375","26.8203125","26.8203125","26.8203125","11.109375","11.109375","11.109375"
"1090","","","","21.2265625","21.2265625","21.2265625","9.4921875","9.4921875","9.4921875","31.03125","31.03125","31.03125","11.3984375","11.3984375","11.3984375"
"1091","","","","11.359375","11.359375","11.359375","9.6171875","9.6171875","9.6171875","34.5390625","34.5390625","34.5390625","11.4140625","11.4140625","11.4140625"
"1092","","","","9.3125","9.3125","9.3125","9.40625","9.40625","9.40625","37.7734375","37.7734375","37.7734375","11.8125","11.8125","11.8125"
"1093","","","","9.5234375","9.5234375","9.5234375","9.390625","9.390625","9.390625","51.703125","51.703125","51.703125","11.8515625","11.8515625","11.8515625"
"1094","","","","9.6953125","9.6953125","9.6953125","9.5","9.5","9.5","37.765625","37.765625","37.765625","11.796875","11.796875","11.796875"
"1095","","","","10.328125","10.328125","10.328125","9.4609375","9.4609375","9.4609375","21.46875","21.46875","21.46875","12.2265625","12.2265625","12.2265625"
"1096","","","","9.484375","9.484375","9.484375","9.5390625","9.5390625","9.5390625","37.125","37.125","37.125","11.734375","11.734375","11.734375"
"1097","","","","9.4140625","9.4140625","9.4140625","9.78125","9.78125","9.78125","21.921875","21.921875","21.921875","11.6796875","11.6796875","11.6796875"
"1098","","","","9.4296875","9.4296875","9.4296875","10.7421875","10.7421875","10.7421875","35.3125","35.3125","35.3125","11.46875","11.46875","11.46875"
"1099","","","","10.3359375","10.3359375","10.3359375","12.0546875","12.0546875","12.0546875","28.953125","28.953125","28.953125","11.25","11.25","11.25"
"1100","","","","9.421875","9.421875","9.421875","11.5078125","11.5078125","11.5078125","26.2890625","26.2890625","26.2890625","11.0703125","11.0703125","11.0703125"
"1101","","","","9.3359375","9.3359375","9.3359375","11.390625","11.390625","11.390625","15.5","15.5","15.5","10.8984375","10.8984375","10.8984375"
"1102","","","","13.0625","13.0625","13.0625","12.578125","12.578125","12.578125","12.4375","12.4375","12.4375","10.2890625","10.2890625","10.2890625"
"1103","","","","18.96875","18.96875","18.96875","12.453125","12.453125","12.453125","11.9921875","11.9921875","11.9921875","10.3984375","10.3984375","10.3984375"
"1104","","","","33.9296875","33.9296875","33.9296875","14.140625","14.140625","14.140625","11.7578125","11.7578125","11.7578125","11.3359375","11.3359375","11.3359375"
"1105","","","","34.296875","34.296875","34.296875","12.8828125","12.8828125","12.8828125","12.40625","12.40625","12.40625","10.953125","10.953125","10.953125"
"1106","","","","16.53125","16.53125","16.53125","13.6171875","13.6171875","13.6171875","13.3203125","13.3203125","13.3203125","10.8984375","10.8984375","10.8984375"
"1107","","","","14.515625","14.515625","14.515625","14.546875","14.546875","14.546875","11.546875","11.546875","11.546875","10.2109375","10.2109375","10.2109375"
"1108","","","","17.828125","17.828125","17.828125","13.640625","13.640625","13.640625","9.7734375","9.7734375","9.7734375","10.640625","10.640625","10.640625"
"1109","","","","21.4921875","21.4921875","21.4921875","13.2734375","13.2734375","13.2734375","9.9765625","9.9765625","9.9765625","10.453125","10.453125","10.453125"
"1110","","","","9.71875","9.71875","9.71875","12.6328125","12.6328125","12.6328125","10.8203125","10.8203125","10.8203125","10.890625","10.890625","10.890625"
"1111","","","","9.8828125","9.8828125","9.8828125","12.765625","12.765625","12.765625","10.6640625","10.6640625","10.6640625","11.3515625","11.3515625","11.3515625"
"1112","","","","11.5078125","11.5078125","11.5078125","11.8203125","11.8203125","11.8203125","10.9140625","10.9140625","10.9140625","10.9765625","10.9765625","10.9765625"
"1113","","","","9.6875","9.6875","9.6875","11.6171875","11.6171875","11.6171875","10.96875","10.96875","10.96875","11.0703125","11.0703125","11.0703125"
"1114","","","","9.359375","9.359375","9.359375","11.59375","11.59375","11.59375","11.296875","11.296875","11.296875","11.03125","11.03125","11.03125"
"1115","","","","9.5","9.5","9.5","11.65625","11.65625","11.65625","11.0546875","11.0546875","11.0546875","10.984375","10.984375","10.984375"
"1116","","","","9.6328125","9.6328125","9.6328125","11.125","11.125","11.125","12.9921875","12.9921875","12.9921875","11.140625","11.140625","11.140625"
"1117","","","","10.1640625","10.1640625","10.1640625","10.796875","10.796875","10.796875","12.125","12.125","12.125","11.15625","11.15625","11.15625"
"1118","","","","10.828125","10.828125","10.828125","10.4296875","10.4296875","10.4296875","11.4453125","11.4453125","11.4453125","10.8203125","10.8203125","10.8203125"
"1119","","","","13.0625","13.0625","13.0625","11.1640625","11.1640625","11.1640625","13.46875","13.46875","13.46875","10.5390625","10.5390625","10.5390625"
"1120","","","","14.8203125","14.8203125","14.8203125","11.0859375","11.0859375","11.0859375","12.3828125","12.3828125","12.3828125","10.59375","10.59375","10.59375"
"1121","","","","14.875","14.875","14.875","11.1171875","11.1171875","11.1171875","11.796875","11.796875","11.796875","10.6328125","10.6328125","10.6328125"
"1122","","","","10.3984375","10.3984375","10.3984375","10.109375","10.109375","10.109375","12.6953125","12.6953125","12.6953125","10.796875","10.796875","10.796875"
"1123","","","","13.2421875","13.2421875","13.2421875","10.375","10.375","10.375","13.25","13.25","13.25","10.796875","10.796875","10.796875"
"1124","","","","13.125","13.125","13.125","10.40625","10.40625","10.40625","13.828125","13.828125","13.828125","10.5234375","10.5234375","10.5234375"
"1125","","","","15.2109375","15.2109375","15.2109375","10.578125","10.578125","10.578125","13.0546875","13.0546875","13.0546875","11.3671875","11.3671875","11.3671875"
"1126","","","","10.40625","10.40625","10.40625","11.4765625","11.4765625","11.4765625","15.828125","15.828125","15.828125","11.625","11.625","11.625"
"1127","","","","10.6328125","10.6328125","10.6328125","10.90625","10.90625","10.90625","14.96875","14.96875","14.96875","12.140625","12.140625","12.140625"
"1128","","","","9.90625","9.90625","9.90625","10.453125","10.453125","10.453125","14.90625","14.90625","14.90625","12.6171875","12.6171875","12.6171875"
"1129","","","","9.75","9.75","9.75","10.1328125","10.1328125","10.1328125","14.75","14.75","14.75","12.921875","12.921875","12.921875"
"1130","","","","10.5390625","10.5390625","10.5390625","9.8046875","9.8046875","9.8046875","16.8984375","16.8984375","16.8984375","18.8984375","18.8984375","18.8984375"
"1131","","","","13.4609375","13.4609375","13.4609375","9.609375","9.609375","9.609375","14.6015625","14.6015625","14.6015625","15.21875","15.21875","15.21875"
"1132","","","","10.9375","10.9375","10.9375","9.6640625","9.6640625","9.6640625","14.796875","14.796875","14.796875","17.2578125","17.2578125","17.2578125"
"1133","","","","11.2109375","11.2109375","11.2109375","9.515625","9.515625","9.515625","14.109375","14.109375","14.109375","15.1875","15.1875","15.1875"
"1134","","","","17.2265625","17.2265625","17.2265625","9.609375","9.609375","9.609375","14.9375","14.9375","14.9375","15.5546875","15.5546875","15.5546875"
"1135","","","","18.0859375","18.0859375","18.0859375","9.6796875","9.6796875","9.6796875","15.03125","15.03125","15.03125","16.09375","16.09375","16.09375"
"1136","","","","14.8203125","14.8203125","14.8203125","9.984375","9.984375","9.984375","14.1953125","14.1953125","14.1953125","14.8828125","14.8828125","14.8828125"
"1137","","","","11.8125","11.8125","11.8125","9.984375","9.984375","9.984375","15.578125","15.578125","15.578125","15.9921875","15.9921875","15.9921875"
"1138","","","","15.8046875","15.8046875","15.8046875","9.6640625","9.6640625","9.6640625","16.4296875","16.4296875","16.4296875","16.9609375","16.9609375","16.9609375"
"1139","","","","41.4765625","41.4765625","41.4765625","9.390625","9.390625","9.390625","15.7890625","15.7890625","15.7890625","17.9921875","17.9921875","17.9921875"
"1140","","","","34.25","34.25","34.25","9.5390625","9.5390625","9.5390625","15.5546875","15.5546875","15.5546875","14.375","14.375","14.375"
"1141","","","","19.453125","19.453125","19.453125","9.4921875","9.4921875","9.4921875","15.8828125","15.8828125","15.8828125","14.4296875","14.4296875","14.4296875"
"1142","","","","37.4921875","37.4921875","37.4921875","9.53125","9.53125","9.53125","14.7265625","14.7265625","14.7265625","12.7734375","12.7734375","12.7734375"
"1143","","","","48.3359375","48.3359375","48.3359375","9.5546875","9.5546875","9.5546875","17.125","17.125","17.125","13.3828125","13.3828125","13.3828125"
"1144","","","","34.2109375","34.2109375","34.2109375","9.53125","9.53125","9.53125","14.578125","14.578125","14.578125","13.7890625","13.7890625","13.7890625"
"1145","","","","44.71875","44.71875","44.71875","9.609375","9.609375","9.609375","18.8125","18.8125","18.8125","16.890625","16.890625","16.890625"
"1146","","","","30.1875","30.1875","30.1875","9.4921875","9.4921875","9.4921875","17.1171875","17.1171875","17.1171875","17.3359375","17.3359375","17.3359375"
"1147","","","","12.265625","12.265625","12.265625","9.6328125","9.6328125","9.6328125","18.484375","18.484375","18.484375","16.0078125","16.0078125","16.0078125"
"1148","","","","10.484375","10.484375","10.484375","9.625","9.625","9.625","20.140625","20.140625","20.140625","18.03125","18.03125","18.03125"
"1149","","","","11.1875","11.1875","11.1875","9.6796875","9.6796875","9.6796875","22.578125","22.578125","22.578125","20.859375","20.859375","20.859375"
"1150","","","","13.3046875","13.3046875","13.3046875","9.5234375","9.5234375","9.5234375","24.78125","24.78125","24.78125","22.03125","22.03125","22.03125"
"1151","","","","14.140625","14.140625","14.140625","9.4765625","9.4765625","9.4765625","15.46875","15.46875","15.46875","16.7265625","16.7265625","16.7265625"
"1152","","","","14.0234375","14.0234375","14.0234375","9.6953125","9.6953125","9.6953125","16.0703125","16.0703125","16.0703125","14.2578125","14.2578125","14.2578125"
"1153","","","","17.4375","17.4375","17.4375","9.5703125","9.5703125","9.5703125","13.5859375","13.5859375","13.5859375","14.109375","14.109375","14.109375"
"1154","","","","13.078125","13.078125","13.078125","9.59375","9.59375","9.59375","15.2890625","15.2890625","15.2890625","14.1953125","14.1953125","14.1953125"
"1155","","","","10.2265625","10.2265625","10.2265625","10.4453125","10.4453125","10.4453125","17.4921875","17.4921875","17.4921875","13.359375","13.359375","13.359375"
"1156","","","","12.6171875","12.6171875","12.6171875","10.875","10.875","10.875","18.0078125","18.0078125","18.0078125","14.1953125","14.1953125","14.1953125"
"1157","","","","26.5859375","26.5859375","26.5859375","10.4453125","10.4453125","10.4453125","14.171875","14.171875","14.171875","13.5078125","13.5078125","13.5078125"
"1158","","","","18.921875","18.921875","18.921875","10.9921875","10.9921875","10.9921875","14.328125","14.328125","14.328125","13.9765625","13.9765625","13.9765625"
"1159","","","","10.6796875","10.6796875","10.6796875","10.78125","10.78125","10.78125","13.3828125","13.3828125","13.3828125","13.359375","13.359375","13.359375"
"1160","","","","13.34375","13.34375","13.34375","10.3359375","10.3359375","10.3359375","14.3671875","14.3671875","14.3671875","13.5703125","13.5703125","13.5703125"
"1161","","","","29.46875","29.46875","29.46875","9.921875","9.921875","9.921875","13.59375","13.59375","13.59375","13.75","13.75","13.75"
"1162","","","","14.5078125","14.5078125","14.5078125","9.8125","9.8125","9.8125","13.1015625","13.1015625","13.1015625","13.8203125","13.8203125","13.8203125"
"1163","","","","13.3984375","13.3984375","13.3984375","9.7265625","9.7265625","9.7265625","11.859375","11.859375","11.859375","13.6875","13.6875","13.6875"
"1164","","","","10.328125","10.328125","10.328125","9.6328125","9.6328125","9.6328125","12.875","12.875","12.875","12.7578125","12.7578125","12.7578125"
"1165","","","","13.109375","13.109375","13.109375","9.734375","9.734375","9.734375","11.203125","11.203125","11.203125","13.609375","13.609375","13.609375"
"1166","","","","12.375","12.375","12.375","9.515625","9.515625","9.515625","10.703125","10.703125","10.703125","12.9140625","12.9140625","12.9140625"
"1167","","","","15.5390625","15.5390625","15.5390625","9.4921875","9.4921875","9.4921875","10.3203125","10.3203125","10.3203125","13.3125","13.3125","13.3125"
"1168","","","","21.5625","21.5625","21.5625","9.4921875","9.4921875","9.4921875","10.0546875","10.0546875","10.0546875","13.203125","13.203125","13.203125"
"1169","","","","12.2109375","12.2109375","12.2109375","9.546875","9.546875","9.546875","10.1484375","10.1484375","10.1484375","14.6875","14.6875","14.6875"
"1170","","","","10.796875","10.796875","10.796875","9.4921875","9.4921875","9.4921875","10.5390625","10.5390625","10.5390625","16.484375","16.484375","16.484375"
"1171","","","","13.1015625","13.1015625","13.1015625","9.515625","9.515625","9.515625","11.796875","11.796875","11.796875","14.6484375","14.6484375","14.6484375"
"1172","","","","10.5703125","10.5703125","10.5703125","10.1328125","10.1328125","10.1328125","10.40625","10.40625","10.40625","14.6796875","14.6796875","14.6796875"
"1173","","","","9.71875","9.71875","9.71875","11.546875","11.546875","11.546875","10.8671875","10.8671875","10.8671875","13.6328125","13.6328125","13.6328125"
"1174","","","","26.2578125","26.2578125","26.2578125","12.6875","12.6875","12.6875","11.5234375","11.5234375","11.5234375","13.578125","13.578125","13.578125"
"1175","","","","16.3515625","16.3515625","16.3515625","12.2109375","12.2109375","12.2109375","13.8828125","13.8828125","13.8828125","14.171875","14.171875","14.171875"
"1176","","","","18.984375","18.984375","18.984375","12.203125","12.203125","12.203125","14.390625","14.390625","14.390625","13.2265625","13.2265625","13.2265625"
"1177","","","","9.5546875","9.5546875","9.5546875","11.8515625","11.8515625","11.8515625","12.109375","12.109375","12.109375","12.3671875","12.3671875","12.3671875"
"1178","","","","9.2421875","9.2421875","9.2421875","11.9609375","11.9609375","11.9609375","13.7578125","13.7578125","13.7578125","13.2734375","13.2734375","13.2734375"
"1179","","","","9.5546875","9.5546875","9.5546875","11.84375","11.84375","11.84375","13.6875","13.6875","13.6875","14.5","14.5","14.5"
"1180","","","","23.8046875","23.8046875","23.8046875","11.53125","11.53125","11.53125","13.015625","13.015625","13.015625","14.4765625","14.4765625","14.4765625"
"1181","","","","21.28125","21.28125","21.28125","11.8046875","11.8046875","11.8046875","16.5546875","16.5546875","16.5546875","14.9765625","14.9765625","14.9765625"
"1182","","","","11.25","11.25","11.25","11.5703125","11.5703125","11.5703125","14.859375","14.859375","14.859375","14.421875","14.421875","14.421875"
"1183","","","","15.359375","15.359375","15.359375","12.0703125","12.0703125","12.0703125","14.5234375","14.5234375","14.5234375","13.3828125","13.3828125","13.3828125"
"1184","","","","11.109375","11.109375","11.109375","11.9375","11.9375","11.9375","14.125","14.125","14.125","13.84375","13.84375","13.84375"
"1185","","","","14.5546875","14.5546875","14.5546875","11.3125","11.3125","11.3125","12.96875","12.96875","12.96875","14.8359375","14.8359375","14.8359375"
"1186","","","","12.9765625","12.9765625","12.9765625","11.609375","11.609375","11.609375","10.6171875","10.6171875","10.6171875","14.0703125","14.0703125","14.0703125"
"1187","","","","9.3671875","9.3671875","9.3671875","11.125","11.125","11.125","15.3828125","15.3828125","15.3828125","13.8359375","13.8359375","13.8359375"
"1188","","","","10.6875","10.6875","10.6875","11.109375","11.109375","11.109375","15.0859375","15.0859375","15.0859375","13.78125","13.78125","13.78125"
"1189","","","","18.46875","18.46875","18.46875","12.078125","12.078125","12.078125","17.0234375","17.0234375","17.0234375","13.359375","13.359375","13.359375"
"1190","","","","12.5078125","12.5078125","12.5078125","12.28125","12.28125","12.28125","13.640625","13.640625","13.640625","13.015625","13.015625","13.015625"
"1191","","","","13.71875","13.71875","13.71875","12.7265625","12.7265625","12.7265625","17.8203125","17.8203125","17.8203125","13.8125","13.8125","13.8125"
"1192","","","","11.9765625","11.9765625","11.9765625","12.1953125","12.1953125","12.1953125","16.0390625","16.0390625","16.0390625","13.984375","13.984375","13.984375"
"1193","","","","9.3125","9.3125","9.3125","11.7890625","11.7890625","11.7890625","14.5703125","14.5703125","14.5703125","13.390625","13.390625","13.390625"
"1194","","","","9.3515625","9.3515625","9.3515625","11.5546875","11.5546875","11.5546875","14.203125","14.203125","14.203125","12.5859375","12.5859375","12.5859375"
"1195","","","","9.2734375","9.2734375","9.2734375","11.671875","11.671875","11.671875","13.640625","13.640625","13.640625","12.953125","12.953125","12.953125"
"1196","","","","9.453125","9.453125","9.453125","11.2578125","11.2578125","11.2578125","12.7890625","12.7890625","12.7890625","12.8828125","12.8828125","12.8828125"
"1197","","","","9.40625","9.40625","9.40625","11.0390625","11.0390625","11.0390625","13.0625","13.0625","13.0625","12.2734375","12.2734375","12.2734375"
"1198","","","","9.375","9.375","9.375","11.1640625","11.1640625","11.1640625","14.890625","14.890625","14.890625","12.109375","12.109375","12.109375"
"1199","","","","9.3046875","9.3046875","9.3046875","11.6953125","11.6953125","11.6953125","14.0390625","14.0390625","14.0390625","12.2578125","12.2578125","12.2578125"
"1200","","","","9.359375","9.359375","9.359375","12.609375","12.609375","12.609375","9.375","9.375","9.375","12.21875","12.21875","12.21875"
"1201","","","","11.53125","11.53125","11.53125","10.1328125","10.1328125","10.1328125","11.1171875","11.1171875","11.1171875","10.078125","10.078125","10.078125"
"1202","","","","10.3359375","10.3359375","10.3359375","10.109375","10.109375","10.109375","11.5546875","11.5546875","11.5546875","9.375","9.375","9.375"
"1203","","","","9.34375","9.34375","9.34375","10.234375","10.234375","10.234375","11.4609375","11.4609375","11.4609375","9.5625","9.5625","9.5625"
"1204","","","","9.3828125","9.3828125","9.3828125","10.6171875","10.6171875","10.6171875","9.3984375","9.3984375","9.3984375","9.3046875","9.3046875","9.3046875"
"1205","","","","10.9765625","10.9765625","10.9765625","9.9921875","9.9921875","9.9921875","9.453125","9.453125","9.453125","9.4140625","9.4140625","9.4140625"
"1206","","","","11.3984375","11.3984375","11.3984375","10.109375","10.109375","10.109375","9.1796875","9.1796875","9.1796875","9.4375","9.4375","9.4375"
"1207","","","","11.4921875","11.4921875","11.4921875","9.90625","9.90625","9.90625","9.28125","9.28125","9.28125","9.34375","9.34375","9.34375"
"1208","","","","10.4609375","10.4609375","10.4609375","9.6171875","9.6171875","9.6171875","9.265625","9.265625","9.265625","9.5390625","9.5390625","9.5390625"
"1209","","","","10.5859375","10.5859375","10.5859375","9.3828125","9.3828125","9.3828125","10.3046875","10.3046875","10.3046875","9.359375","9.359375","9.359375"
"1210","","","","9.90625","9.90625","9.90625","9.515625","9.515625","9.515625","11.3515625","11.3515625","11.3515625","9.390625","9.390625","9.390625"
"1211","","","","9.8125","9.8125","9.8125","9.953125","9.953125","9.953125","9.421875","9.421875","9.421875","9.34375","9.34375","9.34375"
"1212","","","","10.046875","10.046875","10.046875","9.78125","9.78125","9.78125","9.484375","9.484375","9.484375","9.34375","9.34375","9.34375"
