"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness__MAX"
"1674","","","","9.3828125","9.3828125","9.3828125","12.3125","12.3125","12.3125","9.5703125","9.5703125","9.5703125","76.8125","76.8125","76.8125"
"1675","","","","10.9609375","10.9609375","10.9609375","12.40625","12.40625","12.40625","9.28125","9.28125","9.28125","10.625","10.625","10.625"
"1676","","","","10.75","10.75","10.75","12.375","12.375","12.375","9.3984375","9.3984375","9.3984375","37.328125","37.328125","37.328125"
"1677","","","","11.046875","11.046875","11.046875","13.15625","13.15625","13.15625","9.3671875","9.3671875","9.3671875","148.390625","148.390625","148.390625"
"1678","","","","11.4609375","11.4609375","11.4609375","12.15625","12.15625","12.15625","9.28125","9.28125","9.28125","18.1953125","18.1953125","18.1953125"
"1679","","","","11.15625","11.15625","11.15625","11.9140625","11.9140625","11.9140625","9.25","9.25","9.25","85.9296875","85.9296875","85.9296875"
"1680","","","","10.1484375","10.1484375","10.1484375","12.0546875","12.0546875","12.0546875","9.2890625","9.2890625","9.2890625","190.8515625","190.8515625","190.8515625"
"1681","","","","10.8828125","10.8828125","10.8828125","11.5546875","11.5546875","11.5546875","9.453125","9.453125","9.453125","94.8046875","94.8046875","94.8046875"
"1682","","","","10.8515625","10.8515625","10.8515625","11.8203125","11.8203125","11.8203125","9.25","9.25","9.25","148.8671875","148.8671875","148.8671875"
"1683","","","","10.7734375","10.7734375","10.7734375","12.3125","12.3125","12.3125","9.3203125","9.3203125","9.3203125","182.8046875","182.8046875","182.8046875"
"1684","","","","10.1640625","10.1640625","10.1640625","12.078125","12.078125","12.078125","9.3828125","9.3828125","9.3828125","200","200","200"
"1685","","","","10.4921875","10.4921875","10.4921875","11.6953125","11.6953125","11.6953125","9.4921875","9.4921875","9.4921875","199.1171875","199.1171875","199.1171875"
"1686","","","","10.015625","10.015625","10.015625","12.625","12.625","12.625","9.3671875","9.3671875","9.3671875","179.171875","179.171875","179.171875"
"1687","","","","10.2109375","10.2109375","10.2109375","12.25","12.25","12.25","9.3125","9.3125","9.3125","200","200","200"
"1688","","","","9.9375","9.9375","9.9375","11.3515625","11.3515625","11.3515625","9.2890625","9.2890625","9.2890625","197.3515625","197.3515625","197.3515625"
"1689","","","","10.078125","10.078125","10.078125","11.2265625","11.2265625","11.2265625","9.3515625","9.3515625","9.3515625","54.2109375","54.2109375","54.2109375"
"1690","","","","9.8984375","9.8984375","9.8984375","11.8046875","11.8046875","11.8046875","9.546875","9.546875","9.546875","37.703125","37.703125","37.703125"
"1691","","","","9.6171875","9.6171875","9.6171875","11.8203125","11.8203125","11.8203125","9.328125","9.328125","9.328125","25.4921875","25.4921875","25.4921875"
"1692","","","","9.4609375","9.4609375","9.4609375","11.390625","11.390625","11.390625","9.3359375","9.3359375","9.3359375","27.609375","27.609375","27.609375"
"1693","","","","9.484375","9.484375","9.484375","11.6640625","11.6640625","11.6640625","9.28125","9.28125","9.28125","64.265625","64.265625","64.265625"
"1694","","","","9.5","9.5","9.5","11.734375","11.734375","11.734375","9.25","9.25","9.25","66.8671875","66.8671875","66.8671875"
"1695","","","","9.2734375","9.2734375","9.2734375","11.9375","11.9375","11.9375","9.359375","9.359375","9.359375","65.890625","65.890625","65.890625"
"1696","","","","9.2890625","9.2890625","9.2890625","11.84375","11.84375","11.84375","9.3046875","9.3046875","9.3046875","198.609375","198.609375","198.609375"
"1697","","","","9.8125","9.8125","9.8125","11.765625","11.765625","11.765625","9.3984375","9.3984375","9.3984375","200","200","200"
"1698","","","","9.96875","9.96875","9.96875","11.453125","11.453125","11.453125","9.390625","9.390625","9.390625","199.8125","199.8125","199.8125"
"1699","","","","9.859375","9.859375","9.859375","9.9375","9.9375","9.9375","9.3203125","9.3203125","9.3203125","200","200","200"
"1700","","","","9.5078125","9.5078125","9.5078125","10.234375","10.234375","10.234375","9.359375","9.359375","9.359375","200","200","200"
"1701","","","","9.71875","9.71875","9.71875","10.28125","10.28125","10.28125","9.2890625","9.2890625","9.2890625","61.4453125","61.4453125","61.4453125"
"1702","","","","9.390625","9.390625","9.390625","9.8828125","9.8828125","9.8828125","9.328125","9.328125","9.328125","12.0703125","12.0703125","12.0703125"
"1703","","","","9.25","9.25","9.25","9.8203125","9.8203125","9.8203125","9.4609375","9.4609375","9.4609375","10.640625","10.640625","10.640625"
"1704","","","","9.484375","9.484375","9.484375","9.5625","9.5625","9.5625","9.234375","9.234375","9.234375","9.828125","9.828125","9.828125"
"1705","","","","9.578125","9.578125","9.578125","10.03125","10.03125","10.03125","9.2578125","9.2578125","9.2578125","11.3515625","11.3515625","11.3515625"
"1706","","","","9.453125","9.453125","9.453125","10.65625","10.65625","10.65625","9.484375","9.484375","9.484375","10.6015625","10.6015625","10.6015625"
"1707","","","","9.8125","9.8125","9.8125","10.6171875","10.6171875","10.6171875","9.3125","9.3125","9.3125","11.671875","11.671875","11.671875"
"1708","","","","9.9375","9.9375","9.9375","10.53125","10.53125","10.53125","9.390625","9.390625","9.390625","34.03125","34.03125","34.03125"
"1709","","","","10.0234375","10.0234375","10.0234375","10.6015625","10.6015625","10.6015625","9.3125","9.3125","9.3125","52.375","52.375","52.375"
"1710","","","","10.3984375","10.3984375","10.3984375","10.8359375","10.8359375","10.8359375","9.4140625","9.4140625","9.4140625","54.40625","54.40625","54.40625"
"1711","","","","11.0234375","11.0234375","11.0234375","9.921875","9.921875","9.921875","9.2734375","9.2734375","9.2734375","200","200","200"
"1712","","","","10.8125","10.8125","10.8125","9.5078125","9.5078125","9.5078125","9.4140625","9.4140625","9.4140625","200","200","200"
"1713","","","","10.640625","10.640625","10.640625","9.5","9.5","9.5","9.4453125","9.4453125","9.4453125","200","200","200"
"1714","","","","10.296875","10.296875","10.296875","9.375","9.375","9.375","9.3203125","9.3203125","9.3203125","139.875","139.875","139.875"
"1715","","","","10.859375","10.859375","10.859375","10.03125","10.03125","10.03125","9.3046875","9.3046875","9.3046875","200","200","200"
"1716","","","","10.9921875","10.9921875","10.9921875","10.421875","10.421875","10.421875","9.359375","9.359375","9.359375","200","200","200"
"1717","","","","10.09375","10.09375","10.09375","10.65625","10.65625","10.65625","9.3828125","9.3828125","9.3828125","200","200","200"
"1718","","","","10.625","10.625","10.625","10.9765625","10.9765625","10.9765625","9.3828125","9.3828125","9.3828125","167.2421875","167.2421875","167.2421875"
"1719","","","","11.21875","11.21875","11.21875","12.1484375","12.1484375","12.1484375","9.4296875","9.4296875","9.4296875","174.9453125","174.9453125","174.9453125"
"1720","","","","10.703125","10.703125","10.703125","13.15625","13.15625","13.15625","9.3125","9.3125","9.3125","200","200","200"
"1721","","","","10.84375","10.84375","10.84375","15.328125","15.328125","15.328125","9.34375","9.34375","9.34375","200","200","200"
"1722","","","","10.796875","10.796875","10.796875","15.328125","15.328125","15.328125","9.3984375","9.3984375","9.3984375","200","200","200"
"1723","","","","10.7890625","10.7890625","10.7890625","17.078125","17.078125","17.078125","9.234375","9.234375","9.234375","147.03125","147.03125","147.03125"
"1724","","","","9.8984375","9.8984375","9.8984375","17.1015625","17.1015625","17.1015625","9.234375","9.234375","9.234375","118.8515625","118.8515625","118.8515625"
"1725","","","","10","10","10","15.8671875","15.8671875","15.8671875","9.4140625","9.4140625","9.4140625","70.375","70.375","70.375"
"1726","","","","10","10","10","16.4453125","16.4453125","16.4453125","9.359375","9.359375","9.359375","19.921875","19.921875","19.921875"
"1727","","","","9.8046875","9.8046875","9.8046875","15.5546875","15.5546875","15.5546875","9.3046875","9.3046875","9.3046875","19.828125","19.828125","19.828125"
"1728","","","","10.1171875","10.1171875","10.1171875","15.1015625","15.1015625","15.1015625","9.3359375","9.3359375","9.3359375","56.6640625","56.6640625","56.6640625"
"1729","","","","10.5859375","10.5859375","10.5859375","14.0234375","14.0234375","14.0234375","9.25","9.25","9.25","14.5859375","14.5859375","14.5859375"
"1730","","","","10.0390625","10.0390625","10.0390625","12.7734375","12.7734375","12.7734375","9.3203125","9.3203125","9.3203125","36.0546875","36.0546875","36.0546875"
"1731","","","","10.53125","10.53125","10.53125","12.703125","12.703125","12.703125","9.4453125","9.4453125","9.4453125","33.9375","33.9375","33.9375"
"1732","","","","10.1796875","10.1796875","10.1796875","12.5625","12.5625","12.5625","9.3828125","9.3828125","9.3828125","27.109375","27.109375","27.109375"
"1733","","","","9.78125","9.78125","9.78125","13.0234375","13.0234375","13.0234375","9.3203125","9.3203125","9.3203125","23.109375","23.109375","23.109375"
"1734","","","","10.2734375","10.2734375","10.2734375","12.5625","12.5625","12.5625","9.359375","9.359375","9.359375","13.0390625","13.0390625","13.0390625"
"1735","","","","11.0390625","11.0390625","11.0390625","12.7109375","12.7109375","12.7109375","9.40625","9.40625","9.40625","17.78125","17.78125","17.78125"
"1736","","","","10.421875","10.421875","10.421875","11.875","11.875","11.875","9.359375","9.359375","9.359375","33.8046875","33.8046875","33.8046875"
"1737","","","","10.5390625","10.5390625","10.5390625","12.390625","12.390625","12.390625","9.3515625","9.3515625","9.3515625","21.3125","21.3125","21.3125"
"1738","","","","10.140625","10.140625","10.140625","12.53125","12.53125","12.53125","9.4375","9.4375","9.4375","14.4453125","14.4453125","14.4453125"
"1739","","","","9.890625","9.890625","9.890625","11.3828125","11.3828125","11.3828125","36.28125","36.28125","36.28125","12.3828125","12.3828125","12.3828125"
"1740","","","","9.703125","9.703125","9.703125","10.765625","10.765625","10.765625","32.8671875","32.8671875","32.8671875","12.1171875","12.1171875","12.1171875"
"1741","","","","9.546875","9.546875","9.546875","9.90625","9.90625","9.90625","10.125","10.125","10.125","13.375","13.375","13.375"
"1742","","","","9.328125","9.328125","9.328125","9.5390625","9.5390625","9.5390625","10.8125","10.8125","10.8125","12.828125","12.828125","12.828125"
"1743","","","","9.46875","9.46875","9.46875","9.3984375","9.3984375","9.3984375","10.125","10.125","10.125","12.28125","12.28125","12.28125"
"1744","","","","9.40625","9.40625","9.40625","9.2890625","9.2890625","9.2890625","9.421875","9.421875","9.421875","12","12","12"
"1745","","","","9.3125","9.3125","9.3125","9.390625","9.390625","9.390625","9.3984375","9.3984375","9.3984375","12.7265625","12.7265625","12.7265625"
"1746","","","","9.5546875","9.5546875","9.5546875","9.3515625","9.3515625","9.3515625","9.3984375","9.3984375","9.3984375","12.40625","12.40625","12.40625"
"1747","","","","9.421875","9.421875","9.421875","9.3828125","9.3828125","9.3828125","9.9609375","9.9609375","9.9609375","12.4140625","12.4140625","12.4140625"
"1748","","","","9.3828125","9.3828125","9.3828125","9.5703125","9.5703125","9.5703125","10.4296875","10.4296875","10.4296875","12.8125","12.8125","12.8125"
"1749","","","","9.3125","9.3125","9.3125","9.59375","9.59375","9.59375","9.6640625","9.6640625","9.6640625","12.9609375","12.9609375","12.9609375"
"1750","","","","9.3359375","9.3359375","9.3359375","9.9296875","9.9296875","9.9296875","9.6328125","9.6328125","9.6328125","14.1328125","14.1328125","14.1328125"
"1751","","","","9.5390625","9.5390625","9.5390625","9.703125","9.703125","9.703125","9.9375","9.9375","9.9375","14.1640625","14.1640625","14.1640625"
"1752","","","","9.3671875","9.3671875","9.3671875","9.6953125","9.6953125","9.6953125","10.390625","10.390625","10.390625","21.7109375","21.7109375","21.7109375"
"1753","","","","9.4453125","9.4453125","9.4453125","10.078125","10.078125","10.078125","9.3671875","9.3671875","9.3671875","18.921875","18.921875","18.921875"
"1754","","","","10.2109375","10.2109375","10.2109375","10.03125","10.03125","10.03125","9.2890625","9.2890625","9.2890625","15.5234375","15.5234375","15.5234375"
"1755","","","","9.7265625","9.7265625","9.7265625","9.9140625","9.9140625","9.9140625","9.4375","9.4375","9.4375","14.0546875","14.0546875","14.0546875"
"1756","","","","9.7265625","9.7265625","9.7265625","10.6640625","10.6640625","10.6640625","9.3828125","9.3828125","9.3828125","15.28125","15.28125","15.28125"
"1757","","","","9.5546875","9.5546875","9.5546875","11.7734375","11.7734375","11.7734375","9.9765625","9.9765625","9.9765625","15.3046875","15.3046875","15.3046875"
"1758","","","","9.5","9.5","9.5","11.125","11.125","11.125","10.4375","10.4375","10.4375","12.875","12.875","12.875"
"1759","","","","9.3359375","9.3359375","9.3359375","11.4453125","11.4453125","11.4453125","10.046875","10.046875","10.046875","12.4453125","12.4453125","12.4453125"
"1760","","","","9.4765625","9.4765625","9.4765625","11.171875","11.171875","11.171875","10.3671875","10.3671875","10.3671875","11.96875","11.96875","11.96875"
"1761","","","","9.421875","9.421875","9.421875","12.15625","12.15625","12.15625","11.671875","11.671875","11.671875","12.515625","12.515625","12.515625"
"1762","","","","9.359375","9.359375","9.359375","11.1328125","11.1328125","11.1328125","11.3828125","11.3828125","11.3828125","12.8984375","12.8984375","12.8984375"
"1763","","","","9.390625","9.390625","9.390625","10.5","10.5","10.5","11.3671875","11.3671875","11.3671875","13.5078125","13.5078125","13.5078125"
"1764","","","","9.328125","9.328125","9.328125","10.53125","10.53125","10.53125","11.4296875","11.4296875","11.4296875","13.046875","13.046875","13.046875"
"1765","","","","9.359375","9.359375","9.359375","10.640625","10.640625","10.640625","11.53125","11.53125","11.53125","12.3359375","12.3359375","12.3359375"
"1766","","","","9.3359375","9.3359375","9.3359375","10.7734375","10.7734375","10.7734375","11.5546875","11.5546875","11.5546875","11.859375","11.859375","11.859375"
"1767","","","","9.484375","9.484375","9.484375","10.953125","10.953125","10.953125","11.5","11.5","11.5","11.890625","11.890625","11.890625"
"1768","","","","9.46875","9.46875","9.46875","10.578125","10.578125","10.578125","11.484375","11.484375","11.484375","11.5703125","11.5703125","11.5703125"
"1769","","","","9.515625","9.515625","9.515625","10.2578125","10.2578125","10.2578125","11.53125","11.53125","11.53125","11.890625","11.890625","11.890625"
"1770","","","","9.359375","9.359375","9.359375","10.59375","10.59375","10.59375","11.484375","11.484375","11.484375","11.265625","11.265625","11.265625"
"1771","","","","9.515625","9.515625","9.515625","10.625","10.625","10.625","11.5234375","11.5234375","11.5234375","11.4765625","11.4765625","11.4765625"
"1772","","","","9.3984375","9.3984375","9.3984375","11.390625","11.390625","11.390625","11.625","11.625","11.625","11.4765625","11.4765625","11.4765625"
"1773","","","","9.5390625","9.5390625","9.5390625","11.4453125","11.4453125","11.4453125","11.515625","11.515625","11.515625","11.578125","11.578125","11.578125"
"1774","","","","9.3671875","9.3671875","9.3671875","11.4765625","11.4765625","11.4765625","11.5078125","11.5078125","11.5078125","11.1171875","11.1171875","11.1171875"
"1775","","","","9.421875","9.421875","9.421875","11.640625","11.640625","11.640625","11.5234375","11.5234375","11.5234375","11.0546875","11.0546875","11.0546875"
"1776","","","","9.34375","9.34375","9.34375","11.0703125","11.0703125","11.0703125","11.578125","11.578125","11.578125","10.7578125","10.7578125","10.7578125"
"1777","","","","9.4140625","9.4140625","9.4140625","11.421875","11.421875","11.421875","11.4921875","11.4921875","11.4921875","10.8203125","10.8203125","10.8203125"
"1778","","","","9.453125","9.453125","9.453125","11.171875","11.171875","11.171875","10.6015625","10.6015625","10.6015625","11.0390625","11.0390625","11.0390625"
"1779","","","","9.3046875","9.3046875","9.3046875","11.1328125","11.1328125","11.1328125","9.609375","9.609375","9.609375","10.59375","10.59375","10.59375"
"1780","","","","9.5078125","9.5078125","9.5078125","10.65625","10.65625","10.65625","9.7734375","9.7734375","9.7734375","10.5","10.5","10.5"
"1781","","","","9.421875","9.421875","9.421875","10.75","10.75","10.75","10.46875","10.46875","10.46875","10.609375","10.609375","10.609375"
"1782","","","","9.5390625","9.5390625","9.5390625","10.5625","10.5625","10.5625","9.5390625","9.5390625","9.5390625","10.6484375","10.6484375","10.6484375"
"1783","","","","9.7734375","9.7734375","9.7734375","10.265625","10.265625","10.265625","9.8203125","9.8203125","9.8203125","10.53125","10.53125","10.53125"
"1784","","","","9.3984375","9.3984375","9.3984375","10.703125","10.703125","10.703125","9.9296875","9.9296875","9.9296875","10.78125","10.78125","10.78125"
"1785","","","","9.46875","9.46875","9.46875","10.4140625","10.4140625","10.4140625","9.90625","9.90625","9.90625","11.21875","11.21875","11.21875"
"1786","","","","9.4375","9.4375","9.4375","10.359375","10.359375","10.359375","9.2421875","9.2421875","9.2421875","10.8828125","10.8828125","10.8828125"
